age,job,marital,education,default,balance,housing,loan,month,duration,campaign,pdays,previous,y
31,blue-collar,married,primary,no,2,yes,yes,jul,112,1,-1,0,no
28,blue-collar,single,secondary,no,4229,yes,yes,may,205,2,-1,0,no
27,services,married,secondary,no,54,yes,no,may,97,1,370,1,no
22,student,single,unknown,no,549,no,no,sep,154,1,-1,0,no
35,blue-collar,married,primary,no,298,yes,no,may,135,2,370,2,no
69,retired,married,primary,no,579,no,no,aug,230,1,-1,0,no
37,entrepreneur,single,tertiary,no,1467,yes,yes,nov,349,1,-1,0,no
45,admin.,single,secondary,no,0,yes,no,may,38,1,-1,0,no
47,management,married,tertiary,no,109,yes,no,jul,268,1,-1,0,no
52,management,married,tertiary,no,-11,yes,no,may,94,4,-1,0,no
33,services,married,secondary,no,90,yes,no,jul,263,2,-1,0,no
60,blue-collar,married,primary,no,493,no,no,aug,671,4,-1,0,yes
33,management,divorced,secondary,no,1897,yes,yes,jun,197,1,-1,0,no
44,admin.,married,secondary,no,2403,yes,no,jan,180,2,-1,0,no
38,entrepreneur,married,secondary,no,868,no,no,nov,452,2,-1,0,no
54,entrepreneur,married,secondary,no,653,yes,no,may,352,1,-1,0,no
32,unemployed,divorced,primary,no,0,no,no,jul,175,4,-1,0,no
33,technician,married,secondary,no,0,yes,yes,nov,163,2,-1,0,no
55,services,divorced,secondary,no,218,yes,no,may,200,2,-1,0,no
51,blue-collar,married,primary,no,5050,no,yes,jun,75,7,-1,0,no
48,blue-collar,married,secondary,no,741,yes,no,apr,227,1,-1,0,no
37,services,single,secondary,no,1050,yes,no,feb,586,3,-1,0,no
33,services,single,secondary,no,-56,no,yes,jul,119,5,-1,0,no
30,blue-collar,married,primary,no,1,yes,yes,jul,80,2,-1,0,no
43,blue-collar,married,primary,no,-98,yes,yes,may,112,2,330,3,no
49,technician,married,secondary,no,4667,yes,no,may,130,2,-1,0,no
54,unemployed,married,primary,no,541,yes,no,feb,237,3,-1,0,no
31,unemployed,married,tertiary,no,7744,no,no,aug,377,8,-1,0,no
54,unknown,married,unknown,no,895,no,no,oct,335,1,-1,0,yes
36,unemployed,married,secondary,no,-129,yes,no,jul,121,3,-1,0,no
30,admin.,married,secondary,no,0,no,no,jul,127,5,-1,0,no
27,technician,single,secondary,no,158,no,no,jul,650,2,-1,0,yes
30,admin.,married,secondary,no,122,yes,no,may,107,1,-1,0,no
30,blue-collar,married,secondary,no,673,yes,no,may,610,2,-1,0,no
35,technician,divorced,secondary,no,0,no,no,aug,124,4,-1,0,no
33,services,divorced,secondary,no,411,yes,no,may,216,1,-1,0,no
43,blue-collar,divorced,primary,no,-97,yes,yes,jul,747,4,-1,0,no
41,blue-collar,married,secondary,no,-217,yes,no,may,313,1,349,3,no
41,management,divorced,tertiary,no,5037,no,no,apr,252,9,185,5,yes
46,admin.,divorced,secondary,no,2232,no,no,feb,121,1,-1,0,yes
54,blue-collar,married,secondary,no,-932,yes,no,may,799,1,-1,0,no
32,management,married,tertiary,no,913,yes,no,jun,883,1,674,4,no
30,technician,single,tertiary,no,236,yes,no,may,197,1,-1,0,no
40,entrepreneur,married,primary,no,0,yes,no,jul,271,2,-1,0,no
30,blue-collar,married,primary,no,2581,no,no,may,221,2,-1,0,no
27,admin.,married,secondary,no,639,no,yes,jul,243,3,-1,0,no
41,blue-collar,married,primary,no,849,yes,no,may,72,1,-1,0,no
54,services,married,secondary,no,386,yes,no,aug,155,2,-1,0,no
32,management,single,tertiary,no,1218,yes,no,jan,70,2,-1,0,no
31,management,married,tertiary,no,2603,yes,no,feb,280,4,-1,0,yes
42,blue-collar,married,secondary,no,-921,yes,no,may,115,2,-1,0,no
48,admin.,married,primary,no,607,no,no,jun,29,2,-1,0,no
34,blue-collar,married,primary,no,79,yes,no,may,406,2,-1,0,no
55,technician,divorced,secondary,no,61,yes,yes,aug,113,3,-1,0,no
49,technician,married,secondary,no,1091,no,no,jul,47,2,-1,0,no
46,management,divorced,tertiary,no,743,no,no,jun,36,2,-1,0,no
47,entrepreneur,married,unknown,no,209,yes,no,may,135,2,-1,0,no
24,management,single,tertiary,no,172,no,no,jul,67,2,-1,0,no
58,entrepreneur,married,secondary,no,2,no,no,jun,684,1,-1,0,no
32,management,single,tertiary,no,41,no,no,aug,686,5,-1,0,yes
25,student,single,secondary,no,1116,yes,no,mar,170,3,-1,0,no
49,blue-collar,married,secondary,no,-55,no,no,jun,150,3,-1,0,no
59,retired,divorced,secondary,no,5845,no,no,may,1060,2,-1,0,yes
30,management,single,tertiary,no,329,yes,no,jun,122,16,-1,0,no
46,blue-collar,married,secondary,no,494,yes,no,may,724,1,-1,0,no
42,management,married,unknown,no,1519,no,no,oct,230,1,92,1,yes
37,entrepreneur,married,tertiary,no,2685,no,no,jun,187,2,-1,0,no
44,blue-collar,married,primary,no,-14,yes,yes,may,179,4,-1,0,no
49,services,married,secondary,no,5673,no,yes,aug,357,3,-1,0,no
41,blue-collar,married,secondary,no,1459,no,no,jun,82,1,-1,0,no
48,technician,married,tertiary,no,0,no,no,aug,176,15,-1,0,no
31,management,married,secondary,no,625,yes,no,apr,424,1,138,1,no
37,student,married,unknown,no,0,no,no,jun,115,1,-1,0,no
51,services,married,secondary,no,867,yes,no,feb,177,2,211,3,no
80,retired,married,secondary,no,8304,no,no,jun,712,1,64,12,yes
32,management,single,tertiary,no,151,yes,no,may,118,1,-1,0,no
48,services,married,primary,yes,-583,yes,no,jun,25,7,-1,0,no
49,blue-collar,married,tertiary,no,1784,no,no,jun,753,1,-1,0,no
30,management,married,tertiary,no,3134,yes,no,jul,124,1,-1,0,no
27,self-employed,single,secondary,no,49,yes,no,jan,208,2,-1,0,no
34,technician,married,secondary,no,-346,no,no,aug,136,4,-1,0,no
49,management,married,secondary,no,1623,yes,no,nov,1081,2,-1,0,yes
48,management,married,tertiary,no,60,no,no,may,376,2,339,7,no
40,services,married,secondary,no,17,no,no,jun,78,1,-1,0,no
38,blue-collar,married,secondary,no,2008,yes,no,nov,354,1,-1,0,no
46,blue-collar,married,primary,no,91,yes,no,may,29,1,356,2,no
41,entrepreneur,married,tertiary,no,171,yes,no,nov,209,1,191,4,no
28,management,single,tertiary,no,1027,yes,no,may,433,1,-1,0,no
51,services,married,unknown,no,5801,yes,no,may,147,2,-1,0,no
33,blue-collar,divorced,primary,no,142,yes,no,may,41,2,300,5,no
26,management,single,tertiary,no,205,no,no,may,111,1,-1,0,no
34,admin.,single,secondary,no,852,no,no,apr,108,2,-1,0,no
27,blue-collar,married,secondary,yes,-584,yes,no,may,411,2,-1,0,no
42,self-employed,married,secondary,no,97,no,no,jul,108,2,-1,0,no
45,admin.,married,secondary,no,204,yes,no,jun,224,2,-1,0,yes
31,technician,single,secondary,no,628,yes,no,may,1083,2,-1,0,no
32,management,single,tertiary,no,311,no,no,may,757,2,-1,0,yes
39,blue-collar,married,primary,no,1564,no,no,jun,57,1,-1,0,no
26,blue-collar,single,secondary,no,856,yes,yes,jul,95,5,-1,0,no
40,management,single,tertiary,no,1509,no,no,mar,144,2,124,1,no
52,services,married,secondary,no,-888,no,no,jul,135,1,-1,0,no
40,technician,single,tertiary,no,226,no,no,jan,176,2,-1,0,no
48,technician,married,secondary,no,127,no,yes,aug,524,5,-1,0,no
31,services,married,secondary,no,413,yes,no,may,65,1,-1,0,no
27,admin.,married,secondary,no,710,yes,yes,may,653,1,334,2,yes
47,technician,married,secondary,no,1233,yes,no,sep,91,1,100,2,yes
28,management,single,secondary,no,171,no,no,mar,93,1,-1,0,yes
40,management,divorced,tertiary,no,69,yes,no,may,503,2,280,2,no
34,admin.,married,secondary,no,1499,yes,no,apr,186,1,327,2,no
29,self-employed,married,tertiary,no,751,yes,no,may,121,2,-1,0,no
36,management,married,tertiary,no,61,no,yes,aug,452,2,-1,0,no
83,retired,married,primary,no,425,no,no,jun,883,1,140,1,yes
55,services,divorced,primary,no,2923,yes,no,may,104,2,-1,0,no
43,management,divorced,tertiary,no,99,no,no,jan,24,3,-1,0,no
23,student,single,secondary,no,1021,no,no,jun,79,9,-1,0,no
44,technician,married,tertiary,no,1146,no,no,jul,178,2,-1,0,no
58,blue-collar,married,primary,no,781,yes,no,may,74,2,-1,0,no
29,admin.,single,secondary,no,1448,no,no,mar,217,1,184,7,no
30,management,single,tertiary,no,604,no,yes,feb,475,1,-1,0,no
29,admin.,single,secondary,no,-194,yes,no,may,127,1,-1,0,no
41,technician,married,secondary,no,0,no,no,mar,101,1,-1,0,no
35,housemaid,married,primary,no,0,yes,no,jul,340,3,-1,0,no
31,technician,single,secondary,no,1014,yes,no,jul,158,4,-1,0,no
27,admin.,single,tertiary,no,73,no,no,jan,242,1,-1,0,no
47,services,married,secondary,no,2597,yes,no,may,323,1,-1,0,no
53,self-employed,married,tertiary,no,2627,yes,yes,jun,18,30,-1,0,no
34,management,married,tertiary,no,1906,yes,no,jul,68,3,-1,0,no
34,blue-collar,married,primary,no,-319,yes,yes,jul,134,4,-1,0,no
36,management,married,tertiary,no,-296,yes,no,may,113,3,-1,0,no
40,technician,married,secondary,no,169,yes,no,aug,43,4,-1,0,no
37,self-employed,single,tertiary,no,556,no,no,jun,200,2,-1,0,no
65,retired,divorced,unknown,no,300,no,no,aug,245,2,-1,0,no
53,technician,divorced,secondary,no,751,yes,no,may,343,4,-1,0,no
28,technician,single,secondary,no,126,no,no,mar,229,1,-1,0,no
33,technician,divorced,tertiary,no,-386,yes,no,may,530,1,-1,0,no
56,blue-collar,married,primary,no,379,no,no,aug,58,5,-1,0,no
45,self-employed,married,secondary,no,706,no,no,apr,78,2,176,1,no
39,technician,married,secondary,no,9121,no,no,jun,147,1,-1,0,no
28,management,single,tertiary,no,1466,yes,no,jul,40,1,-1,0,no
36,blue-collar,married,primary,no,0,yes,no,nov,618,2,-1,0,no
41,blue-collar,married,primary,no,951,yes,no,apr,23,4,-1,0,no
46,admin.,married,secondary,no,368,no,no,aug,293,1,90,4,yes
41,blue-collar,married,secondary,no,121,yes,no,may,16,6,176,5,no
59,services,married,secondary,no,204,no,no,jul,286,2,-1,0,no
24,admin.,married,secondary,no,299,yes,no,may,209,1,321,1,no
34,management,married,tertiary,no,4170,yes,no,may,935,1,-1,0,no
40,blue-collar,married,primary,no,-335,yes,no,may,260,1,-1,0,no
42,admin.,married,secondary,no,3165,yes,no,jun,298,4,-1,0,no
50,services,married,secondary,no,254,yes,no,apr,397,2,337,1,no
25,management,single,tertiary,no,553,yes,no,sep,113,4,479,1,no
51,services,divorced,secondary,no,518,yes,no,nov,76,1,-1,0,no
50,management,married,tertiary,no,85,no,yes,jun,141,1,-1,0,no
37,blue-collar,married,unknown,no,603,yes,no,may,773,2,-1,0,no
21,services,single,secondary,no,361,no,no,jun,329,1,95,1,no
52,blue-collar,married,secondary,no,-98,yes,no,may,423,1,-1,0,no
55,retired,married,primary,no,4424,no,no,aug,67,4,-1,0,no
26,technician,single,secondary,no,2610,yes,yes,jun,626,1,-1,0,no
38,technician,married,tertiary,no,3234,no,no,nov,578,2,-1,0,yes
32,blue-collar,married,secondary,no,687,yes,no,may,61,1,-1,0,no
31,blue-collar,married,secondary,no,631,yes,no,may,248,4,-1,0,no
34,technician,single,secondary,no,341,no,yes,jan,136,1,262,3,no
33,technician,single,tertiary,no,316,no,no,aug,126,3,-1,0,no
35,technician,married,secondary,no,2,no,no,jan,653,3,-1,0,no
44,management,married,unknown,no,415,yes,no,may,7,7,-1,0,no
48,management,divorced,tertiary,no,507,yes,no,apr,528,1,-1,0,no
29,blue-collar,married,secondary,no,912,yes,no,may,785,1,-1,0,no
50,management,married,tertiary,no,0,no,no,jul,243,5,-1,0,no
37,blue-collar,married,primary,no,37,yes,no,may,24,2,362,1,no
44,admin.,single,secondary,no,2524,no,no,jun,82,1,-1,0,no
36,unemployed,single,tertiary,no,9019,yes,no,jun,952,3,-1,0,no
49,blue-collar,divorced,unknown,no,39,yes,no,may,27,5,-1,0,no
31,blue-collar,married,secondary,no,0,yes,no,may,143,1,-1,0,no
49,technician,divorced,secondary,no,265,yes,no,may,274,6,-1,0,no
35,blue-collar,single,secondary,no,0,yes,no,apr,1174,1,345,4,yes
57,admin.,divorced,unknown,no,4012,no,no,nov,915,1,-1,0,no
42,blue-collar,married,primary,no,1520,yes,no,feb,115,1,-1,0,no
36,blue-collar,divorced,secondary,no,-140,yes,no,may,222,2,-1,0,no
75,retired,divorced,primary,no,852,no,no,mar,341,1,-1,0,no
38,blue-collar,single,secondary,no,578,yes,no,may,112,2,-1,0,no
40,blue-collar,married,primary,yes,0,yes,no,may,64,2,-1,0,no
38,services,single,secondary,no,2253,yes,no,may,937,3,-1,0,yes
34,management,single,tertiary,no,1171,yes,no,jul,129,1,-1,0,no
29,technician,single,tertiary,no,452,yes,no,may,59,1,-1,0,no
28,admin.,married,secondary,no,-97,yes,no,jan,79,1,225,2,no
79,retired,married,secondary,no,4738,no,no,jul,151,5,-1,0,no
51,admin.,divorced,secondary,no,467,yes,no,may,83,1,-1,0,no
32,student,single,tertiary,no,0,no,no,aug,101,5,3,6,no
36,management,married,tertiary,no,495,no,no,aug,157,3,97,2,yes
38,entrepreneur,married,secondary,no,157,no,yes,may,57,11,366,1,no
49,self-employed,married,secondary,no,358,yes,yes,may,176,3,-1,0,no
42,services,married,secondary,no,292,yes,no,may,222,3,-1,0,no
43,blue-collar,married,primary,no,7343,yes,no,jun,217,4,-1,0,no
34,blue-collar,married,secondary,no,-563,yes,no,may,252,1,-1,0,no
59,retired,single,secondary,no,351,yes,no,may,1063,5,-1,0,yes
35,unknown,married,primary,no,365,no,no,aug,41,2,-1,0,no
33,blue-collar,single,secondary,no,13494,yes,no,jun,27,25,-1,0,no
34,admin.,single,secondary,no,846,yes,no,apr,758,2,-1,0,no
64,retired,married,secondary,no,1574,no,no,jul,301,3,-1,0,yes
34,entrepreneur,married,tertiary,no,-28,yes,no,jul,574,1,-1,0,no
77,retired,married,tertiary,no,0,no,no,oct,847,1,60,1,yes
57,retired,married,primary,no,2927,no,yes,jul,78,5,-1,0,no
30,blue-collar,married,secondary,no,501,yes,yes,may,514,1,-1,0,no
56,housemaid,divorced,primary,yes,1238,no,no,jun,1558,1,-1,0,yes
49,unknown,married,unknown,no,301,no,no,aug,789,2,-1,0,no
73,retired,married,primary,no,1388,no,no,jul,146,3,190,3,no
39,technician,single,secondary,no,102,yes,no,aug,272,2,-1,0,no
57,technician,divorced,primary,no,13,yes,no,may,323,2,368,2,no
32,self-employed,married,secondary,no,413,yes,no,jul,712,2,-1,0,no
32,technician,single,tertiary,no,4665,yes,no,may,860,2,-1,0,yes
45,admin.,married,secondary,no,638,yes,no,aug,75,9,-1,0,no
32,blue-collar,married,secondary,no,101,yes,no,may,191,4,-1,0,no
31,management,married,tertiary,no,1224,yes,yes,jul,1441,2,-1,0,yes
49,self-employed,married,secondary,no,1103,no,no,aug,428,2,-1,0,no
29,services,married,secondary,no,3748,no,no,may,322,3,-1,0,no
55,technician,married,secondary,no,955,yes,no,jan,104,1,-1,0,no
30,admin.,married,secondary,no,518,yes,no,may,127,1,-1,0,no
45,services,single,primary,no,1893,yes,no,jun,1259,6,-1,0,yes
39,technician,married,tertiary,no,14,no,no,jan,114,2,-1,0,no
36,admin.,married,secondary,no,-423,yes,yes,may,106,1,-1,0,no
33,management,married,tertiary,no,3696,no,no,nov,305,1,182,3,no
36,management,married,tertiary,no,2987,yes,no,aug,307,1,-1,0,yes
31,technician,single,secondary,no,433,no,no,aug,1504,2,-1,0,no
36,technician,married,unknown,no,756,no,no,jul,396,3,-1,0,no
38,technician,single,tertiary,no,0,yes,no,jun,71,1,-1,0,no
33,unknown,married,secondary,no,2727,no,no,aug,205,3,-1,0,no
40,technician,married,secondary,no,93,yes,no,may,134,2,-1,0,no
31,blue-collar,married,secondary,no,1766,no,yes,jun,166,2,-1,0,yes
39,services,married,secondary,no,124,yes,no,jul,81,5,-1,0,no
33,admin.,married,tertiary,no,69,no,yes,may,77,2,-1,0,no
53,services,divorced,secondary,no,0,no,no,mar,80,2,-1,0,yes
38,management,married,tertiary,no,0,yes,no,may,537,5,303,2,no
59,technician,married,secondary,no,259,no,no,jun,415,1,89,1,yes
55,blue-collar,married,primary,no,4103,no,no,nov,291,1,-1,0,no
38,technician,single,tertiary,no,744,yes,no,may,283,1,288,12,no
48,services,married,secondary,no,116,yes,no,apr,70,4,-1,0,no
53,blue-collar,married,secondary,no,70,yes,no,may,611,2,-1,0,no
44,admin.,divorced,secondary,no,432,no,no,feb,132,3,-1,0,no
57,management,married,tertiary,no,1172,no,no,jun,26,1,-1,0,no
29,blue-collar,single,secondary,no,9,yes,no,may,262,3,-1,0,no
31,services,married,secondary,no,428,yes,no,may,272,1,-1,0,no
35,technician,single,tertiary,no,7546,yes,no,dec,137,1,122,3,no
31,blue-collar,married,primary,no,620,no,no,mar,95,1,-1,0,no
35,self-employed,married,tertiary,no,8647,no,no,nov,140,2,-1,0,no
40,management,single,secondary,no,192,yes,no,may,71,11,-1,0,no
39,blue-collar,married,secondary,no,0,yes,no,may,502,1,7,2,no
43,technician,single,tertiary,no,27733,yes,no,jun,164,7,-1,0,no
44,entrepreneur,married,primary,no,276,yes,yes,may,219,1,-1,0,no
29,technician,single,secondary,no,113,no,no,feb,328,2,183,4,yes
40,technician,married,secondary,no,782,yes,no,may,224,2,-1,0,no
33,entrepreneur,married,primary,no,82,yes,no,nov,63,2,-1,0,no
46,management,married,tertiary,no,1008,no,no,aug,24,13,-1,0,no
27,unknown,single,tertiary,no,6421,no,no,jan,147,4,-1,0,no
26,admin.,single,secondary,no,443,no,no,jul,84,3,-1,0,no
41,technician,married,secondary,no,351,yes,no,jul,175,1,-1,0,no
34,technician,married,tertiary,no,5060,yes,no,aug,12,21,-1,0,no
39,technician,single,tertiary,no,-41,no,yes,aug,40,15,-1,0,no
27,services,single,secondary,no,-124,no,no,jul,217,1,-1,0,no
31,blue-collar,married,secondary,no,79,yes,yes,jul,235,11,-1,0,no
44,unemployed,single,secondary,no,3945,no,no,jan,255,1,-1,0,no
55,retired,married,tertiary,no,197,no,yes,jul,256,1,-1,0,no
51,blue-collar,divorced,primary,no,837,no,no,jul,41,2,-1,0,no
50,management,married,tertiary,no,-94,no,yes,jun,75,1,-1,0,no
30,services,married,secondary,no,1743,yes,no,feb,192,4,-1,0,no
46,technician,married,secondary,no,57,no,no,may,796,1,-1,0,yes
49,admin.,married,secondary,no,635,no,no,aug,220,3,-1,0,no
56,retired,married,secondary,no,-113,yes,yes,aug,614,2,-1,0,no
47,admin.,divorced,secondary,no,225,no,no,aug,1126,4,-1,0,yes
30,admin.,married,secondary,no,124,no,no,jun,161,2,-1,0,no
36,entrepreneur,single,secondary,no,475,no,no,jul,141,3,-1,0,no
40,management,married,tertiary,no,-7,no,yes,jul,697,1,-1,0,no
37,technician,single,secondary,yes,375,no,no,jun,223,2,-1,0,no
42,admin.,divorced,secondary,no,936,no,no,jan,931,1,-1,0,yes
45,technician,married,secondary,no,1415,yes,no,nov,483,1,116,1,no
34,unemployed,single,secondary,no,0,no,no,nov,63,2,-1,0,no
27,admin.,single,secondary,no,3638,no,no,jul,271,5,-1,0,no
30,blue-collar,married,secondary,no,-99,yes,no,may,144,5,-1,0,no
32,technician,married,secondary,no,167,yes,yes,aug,79,3,-1,0,no
46,housemaid,married,primary,no,19,yes,no,jul,171,1,-1,0,no
29,self-employed,married,tertiary,no,242,yes,no,jul,73,4,-1,0,no
53,unknown,married,unknown,no,13,no,no,jan,69,1,-1,0,no
32,technician,married,secondary,no,286,no,no,apr,60,1,343,4,no
49,unemployed,married,secondary,no,769,yes,no,may,257,1,-1,0,no
35,management,married,tertiary,no,93,no,no,may,198,2,88,1,no
38,blue-collar,married,secondary,no,1663,yes,no,apr,217,3,327,1,no
39,entrepreneur,married,primary,no,238,yes,yes,nov,134,1,-1,0,no
34,technician,single,secondary,no,2178,yes,no,may,41,1,-1,0,no
42,blue-collar,married,primary,no,792,yes,yes,nov,611,2,175,12,no
35,blue-collar,single,unknown,no,871,yes,no,jun,216,3,-1,0,no
60,admin.,married,secondary,no,1025,no,no,aug,388,8,-1,0,no
57,technician,divorced,secondary,no,63,yes,no,may,242,1,-1,0,no
31,blue-collar,single,secondary,no,16,no,no,jul,387,1,-1,0,no
29,management,single,secondary,no,417,no,no,oct,90,1,-1,0,no
41,services,married,secondary,no,3992,yes,no,nov,281,2,-1,0,no
46,blue-collar,married,primary,no,2749,yes,no,nov,332,1,-1,0,no
33,technician,married,secondary,no,133,no,no,may,218,1,-1,0,yes
32,blue-collar,single,secondary,no,1721,yes,no,may,650,2,-1,0,no
54,management,divorced,tertiary,no,2171,yes,yes,nov,1034,1,-1,0,yes
37,services,married,secondary,no,4760,yes,no,may,182,2,169,2,no
32,technician,single,secondary,no,2979,no,no,may,156,1,-1,0,no
43,management,married,tertiary,no,690,yes,no,aug,171,3,-1,0,no
50,blue-collar,divorced,secondary,no,203,yes,no,nov,265,1,127,4,no
34,blue-collar,married,secondary,no,322,yes,no,apr,10,3,-1,0,no
31,admin.,divorced,secondary,no,1210,no,no,jul,350,1,-1,0,no
43,self-employed,married,secondary,no,634,yes,no,nov,65,1,131,1,no
49,entrepreneur,married,secondary,no,273,no,no,jul,58,1,-1,0,no
22,student,single,unknown,no,47,no,no,jul,69,3,-1,0,no
35,management,married,tertiary,no,1100,no,yes,jan,127,2,-1,0,no
56,admin.,married,secondary,no,0,yes,no,nov,154,2,-1,0,no
53,blue-collar,married,secondary,no,0,no,no,jul,36,4,-1,0,no
